Algorithm,IID,Epsilon,Poison_Rate,Round,Benign_Accuracy,Benign_roc,f1,ASR,ASR_f1,FNR
FedAvg,TRUE,20,0.01,10,0.6565,0.9674952136317042,0.6184120606079668,0.083481153,0.015409802517139057,0.381587939
FedAvg,TRUE,20,0.01,11,0.6813,0.9687094263044619,0.6497746175359038,0.065631929,0.012317935913441531,0.350225382
FedAvg,TRUE,20,0.01,12,0.6709,0.9692839210172289,0.6325064231619382,0.062195122,0.011710677382319174,0.367493577
FedAvg,TRUE,20,0.01,13,0.6931,0.9697746268777145,0.6644567839747262,0.055321508,0.010484294568757224,0.335543216
FedAvg,TRUE,20,0.01,14,0.7133,0.9709705083550414,0.688931093,0.054545455,0.010344827586206896,0.311068907
FedAvg,TRUE,20,0.01,15,0.7224,0.9717631444799641,0.6957619070545582,0.048226164079822616,0.009201481,0.304238093
FedAvg,TRUE,20,0.01,16,0.7427,0.9731863423174815,0.7225214465964225,0.041906874,0.008044265,0.277478553
FedAvg,TRUE,20,0.01,17,0.7589,0.9743810101880648,0.7407550587630002,0.035809312638580934,0.006914267,0.259244941
FedAvg,TRUE,20,0.01,18,0.7573,0.9746988516412269,0.737285102,0.035587583,0.006872926,0.262714898
FedAvg,TRUE,20,0.01,19,0.7723,0.9755833203912987,0.7565386016671682,0.029822616407982262,0.005791797,0.243461398
FedAvg,TRUE,20,0.01,20,0.7818,0.9765002697782323,0.7678157197205244,0.029933481,0.005812702,0.23218428
FedAvg,TRUE,20,0.01,21,0.7899,0.9774102969442533,0.7777507100628884,0.024501109,0.004783032,0.22224929
FedAvg,TRUE,20,0.01,22,0.7938,0.9779699990296482,0.7818272280192486,0.024833703,0.004846387,0.218172772
FedAvg,TRUE,20,0.01,23,0.7998,0.9785891798147391,0.7896652321897211,0.021507760532150776,0.004210983,0.210334768
FedAvg,TRUE,20,0.01,24,0.8059,0.9792556468480738,0.7964536611678732,0.021064302,0.00412595,0.203546339
FedAvg,TRUE,20,0.01,25,0.8178,0.9801250489298731,0.809997163,0.020177383592017737,0.003955662,0.190002837
FedAvg,TRUE,20,0.01,26,0.819,0.9805421237448485,0.8114108619428656,0.019733924611973392,0.003870407,0.188589138
FedAvg,TRUE,20,0.01,27,0.8234,0.9808856580065071,0.8164694469162589,0.017516629711751663,0.003443016,0.183530553
FedAvg,TRUE,20,0.01,28,0.8243,0.9812255259068081,0.8171465847926254,0.020177383592017737,0.003955662,0.182853415
FedAvg,TRUE,20,0.01,29,0.8307,0.9817341510771946,0.8245245714584974,0.015631929046563194,0.003078267,0.175475429
FedAvg,TRUE,20,0.01,30,0.8327,0.9821580737554623,0.8271180468959939,0.016629712,0.003271538,0.172881953
FedAvg,TRUE,20,0.01,31,0.8382,0.9825614798538534,0.8330380095352389,0.0172949,0.003400174,0.16696199
FedAvg,TRUE,20,0.01,32,0.8379,0.9826786367913505,0.8327591585436294,0.015853658536585366,0.003121248,0.167240841
FedAvg,TRUE,20,0.01,33,0.8396,0.9830578735449464,0.8345730278390592,0.016518847006651884,0.003250082,0.165426972
FedAvg,TRUE,20,0.01,34,0.842,0.9834873662352642,0.8373950718269066,0.016075388,0.003164212,0.162604928
FedAvg,TRUE,20,0.01,35,0.8469,0.9838231612216782,0.8426272162257546,0.015964523281596452,0.003142732,0.157372784
